S No,Station Name,Station Code,Old Station Category,New Station Category,Division,Zone,District,State
1,BHORAS BUDRUKH,BFJ,F,HG2,BSL,CR,JALGAON,MAHARASHTRA
2,JAMNER,JMNR,E,HG2,BSL,CR,JALGAON,MAHARASHTRA
3,ANJANGAON,ANJ,E,HG3,BSL,CR,AMRAVATI,MAHARASHTRA
4,BANOSA,BASA,F,HG3,BSL,CR,AMRAVATI,MAHARASHTRA
5,BHADSIVNI,BDKE,F,HG3,BSL,CR,WASHIM,MAHARASHTRA
6,BHAGDARA,BGR,F,HG3,BSL,CR,JALGAON,MAHARASHTRA
7,BORVIHIR,BRVR,F,HG3,BSL,CR,DHULE,MAHARASHTRA
8,CHAMAK,CMK,F,HG3,BSL,CR,AMRAVATI,MAHARASHTRA
9,DARWHA MOTI BAGH JN.,DWM,F,HG3,BSL,CR,YAVATMAL,MAHARASHTRA
10,KAPUSTALNI,KTNI,F,HG3,BSL,CR,AMRAVATI,MAHARASHTRA
11,KARANJA,KRJA,F,HG3,BSL,CR,WASHIM,MAHARASHTRA
12,KARANJA TOWN,KRJT,F,HG3,BSL,CR,WASHIM,MAHARASHTRA
13,KHUSTA BUZURG,KSBG,F,HG3,BSL,CR,AMRAVATI,MAHARASHTRA
14,KINKHED,KQV,F,HG3,BSL,CR,AKOLA,MAHARASHTRA
15,KOKALDA,KXD,F,HG3,BSL,CR,AMRAVATI,MAHARASHTRA
16,KOLHADI,KLHD,F,HG3,BSL,CR,JALGAON,MAHARASHTRA
17,LADKHED,LDD,F,HG3,BSL,CR,YAVATMAL,MAHARASHTRA
18,LAKHPURI,LPU,F,HG3,BSL,CR,AKOLA,MAHARASHTRA
19,LASINA,LSN,F,HG3,BSL,CR,YAVATMAL,MAHARASHTRA
20,LEHGAON,LGN,F,HG3,BSL,CR,AMRAVATI,MAHARASHTRA
21,LING,LING,F,HG3,BSL,CR,YAVATMAL,MAHARASHTRA
22,MANDURA,MNDA,F,HG3,BSL,CR,AKOLA,MAHARASHTRA
23,MOHADI PRAGANE LALIN,MHAD,F,HG3,BSL,CR,DHULE,MAHARASHTRA
24,MORDAD TANDA,MWK,F,HG3,BSL,CR,DHULE,MAHARASHTRA
25,MURTIZAPUR TOWN,MZRT,F,HG3,BSL,CR,AKOLA,MAHARASHTRA
26,NOWBAGH,NBGH,F,HG3,BSL,CR,AMRAVATI,MAHARASHTRA
27,PAHUR,PHU,F,HG3,BSL,CR,JALGAON,MAHARASHTRA
28,PIMPALGAON,PMGN,F,HG3,BSL,CR,JALGAON,MAHARASHTRA
29,POHE,POHE,F,HG3,BSL,CR,WASHIM,MAHARASHTRA
30,RAJMANE,RM,F,HG3,BSL,CR,JALGAON,MAHARASHTRA
31,SANGWI,SWQ,F,HG3,BSL,CR,YAVATMAL,MAHARASHTRA
32,SHENDURNI,SDRN,F,HG3,BSL,CR,JALGAON,MAHARASHTRA
33,SHIRALA,SIRL,F,HG3,BSL,CR,AMRAVATI,MAHARASHTRA
34,SOMTHAN,SMTN,F,HG3,BSL,CR,WASHIM,MAHARASHTRA
35,TAPONA,TPN,F,HG3,BSL,CR,YAVATMAL,MAHARASHTRA
36,VARKHEDI,VRKD,F,HG3,BSL,CR,JALGAON,MAHARASHTRA
37,VILEGAON,VLN,F,HG3,BSL,CR,WASHIM,MAHARASHTRA
38,WARUDKHED,WRD,F,HG3,BSL,CR,YAVATMAL,MAHARASHTRA
39,NASHIK ROAD,NK,A1,NSG2,BSL,CR,NASHIK,MAHARASHTRA
40,AKOLA JN.,AK,A,NSG3,BSL,CR,AKOLA,MAHARASHTRA
41,AMRAVATI,AMI,A,NSG3,BSL,CR,AMRAVATI,MAHARASHTRA
42,BADNERA JN.,BD,A,NSG3,BSL,CR,AMRAVATI,MAHARASHTRA
43,BHUSAVAL JN.,BSL,A,NSG3,BSL,CR,JALGAON,MAHARASHTRA
44,JALGAON JN,JL,A,NSG3,BSL,CR,JALGAON,MAHARASHTRA
45,MANMAD JN.,MMR,A,NSG3,BSL,CR,NASHIK,MAHARASHTRA
46,SHEGAON,SEG,A,NSG3,BSL,CR,BULDHANA,MAHARASHTRA
47,CHALISGAON JN,CSN,B,NSG4,BSL,CR,JALGAON,MAHARASHTRA
48,MALKAPUR,MKU,B,NSG4,BSL,CR,BULDHANA,MAHARASHTRA
49,BODWAD,BDWD,A,NSG5,BSL,CR,JALGAON,MAHARASHTRA
50,DEVLALI,DVL,B,NSG5,BSL,CR,NASHIK,MAHARASHTRA
51,DHULE,DHI,E,NSG5,BSL,CR,DHULE,MAHARASHTRA
52,LASALGAON,LS,D,NSG5,BSL,CR,NASHIK,MAHARASHTRA
53,MURTIZAPUR,MZR,B,NSG5,BSL,CR,AKOLA,MAHARASHTRA
54,NANDGAON,NGN,D,NSG5,BSL,CR,NASHIK,MAHARASHTRA
55,NANDURA,NN,D,NSG5,BSL,CR,BULDHANA,MAHARASHTRA
56,NIPHAD,NR,D,NSG5,BSL,CR,NASHIK,MAHARASHTRA
57,PACHORA JN.,PC,B,NSG5,BSL,CR,JALGAON,MAHARASHTRA
58,RAVER,RV,D,NSG5,BSL,CR,JALGAON,MAHARASHTRA
59,ACHALPUR,ELP,E,NSG6,BSL,CR,AMRAVATI,MAHARASHTRA
60,ACHEGAON,ACG,E,NSG6,BSL,CR,JALGAON,MAHARASHTRA
61,ANKAI,ANK,E,NSG6,BSL,CR,NASHIK,MAHARASHTRA
62,ASVALI,AV,E,NSG6,BSL,CR,NASHIK,MAHARASHTRA
63,BHADLI,BDI,E,NSG6,BSL,CR,JALGAON,MAHARASHTRA
64,BISWA BRIDGE,BIS,E,NSG6,BSL,CR,BULDHANA,MAHARASHTRA
65,BORGAON,BGN,E,NSG6,BSL,CR,AKOLA,MAHARASHTRA
66,CHANDUR BAZAR,CNDB,A,NSG6,BSL,CR,AMRAVATI,MAHARASHTRA
67,DUSKHEDA,DSK,E,NSG6,BSL,CR,JALGAON,MAHARASHTRA
68,GAIGAON,GAO,E,NSG6,BSL,CR,AKOLA,MAHARASHTRA
69,GALAN,GAA,E,NSG6,BSL,CR,JALGAON,MAHARASHTRA
70,GHOTI,GO,E,NSG6,BSL,CR,NASHIK,MAHARASHTRA
71,HIRAPUR,HPR,E,NSG6,BSL,CR,JALGAON,MAHARASHTRA
72,HISVAHAL,HSL,E,NSG6,BSL,CR,NASHIK,MAHARASHTRA
73,JALAMB JN.,JM,E,NSG6,BSL,CR,BULDHANA,MAHARASHTRA
74,JAMDHA,JMD,E,NSG6,BSL,CR,JALGAON,MAHARASHTRA
75,KAJGAON,KJ,E,NSG6,BSL,CR,JALGAON,MAHARASHTRA
76,KASBE SUKENE,KBSN,E,NSG6,BSL,CR,NASHIK,MAHARASHTRA
77,KATEPURNA,KTP,E,NSG6,BSL,CR,AKOLA,MAHARASHTRA
78,KHAMGAON,KMN,E,NSG6,BSL,CR,BULDHANA,MAHARASHTRA
79,KHAMKHED,KMKD,E,NSG6,BSL,CR,BULDHANA,MAHARASHTRA
80,KHERWADI,KW,E,NSG6,BSL,CR,NASHIK,MAHARASHTRA
81,KHUMGAON BURTI,KJL,E,NSG6,BSL,CR,BULDHANA,MAHARASHTRA
82,KURAM,KUM,E,NSG6,BSL,CR,AKOLA,MAHARASHTRA
83,LAHAVIT,LT,E,NSG6,BSL,CR,NASHIK,MAHARASHTRA
84,MAHEJI,MYJ,E,NSG6,BSL,CR,JALGAON,MAHARASHTRA
85,MANA,MANA,E,NSG6,BSL,CR,AKOLA,MAHARASHTRA
86,MHASAVAD,MWD,E,NSG6,BSL,CR,JALGAON,MAHARASHTRA
87,NAGARDEVLA,NGD,E,NSG6,BSL,CR,JALGAON,MAHARASHTRA
88,NAYDONGRI,NI,E,NSG6,BSL,CR,NASHIK,MAHARASHTRA
89,NEW AMRAVATI,NAVI,E,NSG6,BSL,CR,AMRAVATI,MAHARASHTRA
90,NIMBHORA,NB,E,NSG6,BSL,CR,JALGAON,MAHARASHTRA
91,ODHA,ODHA,E,NSG6,BSL,CR,NASHIK,MAHARASHTRA
92,PANJHAN,PJN,E,NSG6,BSL,CR,NASHIK,MAHARASHTRA
93,PARAS,PS,E,NSG6,BSL,CR,AKOLA,MAHARASHTRA
94,PARDHADE,PHQ,E,NSG6,BSL,CR,JALGAON,MAHARASHTRA
95,PIMPARKHED,PKE,E,NSG6,BSL,CR,NASHIK,MAHARASHTRA
96,SAVDA,SAV,E,NSG6,BSL,CR,JALGAON,MAHARASHTRA
97,SHIRSOLI,SS,E,NSG6,BSL,CR,JALGAON,MAHARASHTRA
98,SHIRUD,SHF,E,NSG6,BSL,CR,DHULE,MAHARASHTRA
99,SHRI KSHETRA NAGJHARI,NGZ,E,NSG6,BSL,CR,BULDHANA,MAHARASHTRA
100,SUMMIT,SUM,E,NSG6,BSL,CR,NASHIK,MAHARASHTRA
101,TAKLI,TKI,E,NSG6,BSL,CR,AMRAVATI,MAHARASHTRA
102,UGAON,UGN,E,NSG6,BSL,CR,NASHIK,MAHARASHTRA
103,VAGHLI,VGL,E,NSG6,BSL,CR,JALGAON,MAHARASHTRA
104,VARANGAON,VNA,E,NSG6,BSL,CR,JALGAON,MAHARASHTRA
105,WADODA,WADO,F,NSG6,BSL,CR,BULDHANA,MAHARASHTRA
106,WAGHODA,WGA,E,NSG6,BSL,CR,JALGAON,MAHARASHTRA
107,WALGAON,WLGN,E,NSG6,BSL,CR,AMRAVATI,MAHARASHTRA
108,YAVATMAL,YTL,A,NSG6,BSL,CR,YAVATMAL,MAHARASHTRA
109,YEULKHED,YAD,F,NSG6,BSL,CR,AKOLA,MAHARASHTRA
110,CHAUK,CHOK,F,HG2,CSTM,CR,RAIGAD,MAHARASHTRA
111,HAMARAPUR,HMRR,F,HG2,CSTM,CR,RAIGAD,MAHARASHTRA
112,JUICHANDRA,JCNR,F,HG2,CSTM,CR,THANE,MAHARASHTRA
113,KASU,KASU,F,HG2,CSTM,CR,RAIGAD,MAHARASHTRA
114,NAVADE ROAD,NVRD,F,HG2,CSTM,CR,RAIGAD,MAHARASHTRA
115,NIDI,NIDI,F,HG2,CSTM,CR,RAIGAD,MAHARASHTRA
116,CHIKHLI,CKHS,F,HG3,CSTM,CR,RAIGAD,MAHARASHTRA
117,MOHOPE,MHPE,F,HG3,CSTM,CR,RAIGAD,MAHARASHTRA
118,OOMBERMALI,OMB,,HG3,CSTM,CR,THANE,MAHARASHTRA
119,RASAYANI,RSYI,F,HG3,CSTM,CR,RAIGAD,MAHARASHTRA
120,THANSIT,THS,,HG3,CSTM,CR,THANE,MAHARASHTRA
121,C SHIVAJI MAH T,CSMT,A1,NSG1,CSTM,CR,MUMBAI,MAHARASHTRA
122,DADAR,DR,A1,NSG1,CSTM,CR,MUMBAI,MAHARASHTRA
123,KALYAN JN.,KYN,A1,NSG1,CSTM,CR,THANE,MAHARASHTRA
124,LOKMANYA TILAK TERMI,LTT,A1,NSG1,CSTM,CR,MUMBAI,MAHARASHTRA
125,PANVEL,PNVL,A,NSG1,CSTM,CR,RAIGAD,MAHARASHTRA
126,THANE,TNA,A1,NSG1,CSTM,CR,THANE,MAHARASHTRA
127,LONAVALA,LNL,A,NSG3,CSTM,CR,PUNE,MAHARASHTRA
128,AMAN LODGE,ANLG,D,NSG4,CSTM,CR,RAIGAD,MAHARASHTRA
129,BHIVANDI ROAD,BIRD,D,NSG4,CSTM,CR,THANE,MAHARASHTRA
130,MATHERAN,MAE,B,NSG4,CSTM,CR,RAIGAD,MAHARASHTRA
131,IGATPURI,IGP,B,NSG5,CSTM,CR,NASHIK,MAHARASHTRA
132,ROHA,ROHA,D,NSG5,CSTM,CR,RAIGAD,MAHARASHTRA
133,APTA,APTA,E,NSG6,CSTM,CR,RAIGAD,MAHARASHTRA
134,JITE,JITE,E,NSG6,CSTM,CR,RAIGAD,MAHARASHTRA
135,KALAMBOLI,KLMC,E,NSG6,CSTM,CR,RAIGAD,MAHARASHTRA
136,KAMAN ROAD,KARD,E,NSG6,CSTM,CR,THANE,MAHARASHTRA
137,KHANDALA,KAD,E,NSG6,CSTM,CR,RAIGAD,MAHARASHTRA
138,KHARBAV,KHBV,E,NSG6,CSTM,CR,THANE,MAHARASHTRA
139,NAGOTHANE,NGTN,,NSG6,CSTM,CR,RAIGAD,MAHARASHTRA
140,NILAJE,NIIJ,E,NSG6,CSTM,CR,THANE,MAHARASHTRA
141,PEN,PEN,E,NSG6,CSTM,CR,RAIGAD,MAHARASHTRA
142,SOMTANE,SMNE,E,NSG6,CSTM,CR,RAIGAD,MAHARASHTRA
143,TALOJA PANCHNAND,TPND,E,NSG6,CSTM,CR,RAIGAD,MAHARASHTRA
144,AMBARNATH,ABH,C,SG1,CSTM,CR,THANE,MAHARASHTRA
145,BADLAPUR,BUD,C,SG1,CSTM,CR,THANE,MAHARASHTRA
146,BHANDUP,BND,C,SG1,CSTM,CR,MUMBAI,MAHARASHTRA
147,DIVA,DIVA,C,SG1,CSTM,CR,THANE,MAHARASHTRA
148,DOMBIVLI,DI,C,SG1,CSTM,CR,THANE,MAHARASHTRA
149,GHATKOPAR,GC,C,SG1,CSTM,CR,MUMBAI,MAHARASHTRA
150,KURLA JN.,CLA,C,SG1,CSTM,CR,MUMBAI,MAHARASHTRA
151,MANKHURD,MNKD,C,SG1,CSTM,CR,MUMBAI,MAHARASHTRA
152,MULUND,MLND,C,SG1,CSTM,CR,MUMBAI,MAHARASHTRA
153,MUMBRA,MBQ,C,SG1,CSTM,CR,THANE,MAHARASHTRA
154,SION,SIN,C,SG1,CSTM,CR,MUMBAI,MAHARASHTRA
155,VIKHROLI,VK,C,SG1,CSTM,CR,MUMBAI,MAHARASHTRA
156,AIRAVALI,AIRL,C,SG2,CSTM,CR,THANE,MAHARASHTRA
157,AMBIVLI,ABY,C,SG2,CSTM,CR,THANE,MAHARASHTRA
158,BELAPUR C.B.D,BEPR,C,SG2,CSTM,CR,THANE,MAHARASHTRA
159,BYCULLA,BY,C,SG2,CSTM,CR,MUMBAI,MAHARASHTRA
160,CHEMBUR,CMBR,C,SG2,CSTM,CR,MUMBAI,MAHARASHTRA
161,CHINCHPOKLI,CHG,C,SG2,CSTM,CR,MUMBAI,MAHARASHTRA
162,COTTON GREEN,CTGN,C,SG2,CSTM,CR,MUMBAI,MAHARASHTRA
163,CURREY ROAD,CRD,C,SG2,CSTM,CR,MUMBAI,MAHARASHTRA
164,GHANSOLI,GNSL,C,SG2,CSTM,CR,THANE,MAHARASHTRA
165,GOVANDI,GV,C,SG2,CSTM,CR,MUMBAI,MAHARASHTRA
166,GURU TEGHBAHADURNAGA,GTBN,C,SG2,CSTM,CR,MUMBAI,MAHARASHTRA
167,JUINAGAR,JNJ,C,SG2,CSTM,CR,THANE,MAHARASHTRA
168,KALVA,KLVA,C,SG2,CSTM,CR,THANE,MAHARASHTRA
169,KANJUR MARG,KJRD,C,SG2,CSTM,CR,MUMBAI,MAHARASHTRA
170,KARJAT,KJT,C,SG2,CSTM,CR,RAIGAD,MAHARASHTRA
171,KHANDESHWAR,KNDS,C,SG2,CSTM,CR,RAIGAD,MAHARASHTRA
172,KHARGHAR,KHAG,C,SG2,CSTM,CR,RAIGAD,MAHARASHTRA
173,KINGS CIRCLE,KCE,C,SG2,CSTM,CR,MUMBAI,MAHARASHTRA
174,KOPARKHAIRANE,KPHN,A,SG2,CSTM,CR,THANE,MAHARASHTRA
175,MANSAROVAR,MANR,C,SG2,CSTM,CR,RAIGAD,MAHARASHTRA
176,MASJID,MSD,C,SG2,CSTM,CR,MUMBAI,MAHARASHTRA
177,MATUNGA,MTN,C,SG2,CSTM,CR,MUMBAI,MAHARASHTRA
178,NAHUR,NHU,A,SG2,CSTM,CR,MUMBAI SUBURBAN,MAHARASHTRA
179,NERUL,NEU,C,SG2,CSTM,CR,THANE,MAHARASHTRA
180,SANDHURST ROAD,SNRD,C,SG2,CSTM,CR,MUMBAI,MAHARASHTRA
181,SANPADA,SNCR,C,SG2,CSTM,CR,THANE,MAHARASHTRA
182,SEAWOODSDARAVE,SWDV,C,SG2,CSTM,CR,THANE,MAHARASHTRA
183,SEWRI,SVE,C,SG2,CSTM,CR,MUMBAI,MAHARASHTRA
184,SHAHAD,SHAD,C,SG2,CSTM,CR,THANE,MAHARASHTRA
185,THAKURLI,THK,C,SG2,CSTM,CR,THANE,MAHARASHTRA
186,TILAK NAGAR,TKNG,C,SG2,CSTM,CR,MUMBAI,MAHARASHTRA
187,TITWALA,TLA,C,SG2,CSTM,CR,THANE,MAHARASHTRA
188,ULHASNAGAR,ULNR,C,SG2,CSTM,CR,THANE,MAHARASHTRA
189,VADALA ROAD,VDLR,C,SG2,CSTM,CR,MUMBAI,MAHARASHTRA
190,VASHI,VSH,C,SG2,CSTM,CR,THANE,MAHARASHTRA
191,VIDYAVIHAR,VVH,C,SG2,CSTM,CR,MUMBAI,MAHARASHTRA
192,VITHALWADI,VLDI,C,SG2,CSTM,CR,THANE,MAHARASHTRA
193,ASANGAON,ASO,C,SG3,CSTM,CR,THANE,MAHARASHTRA
194,ATGAON,ATG,C,SG3,CSTM,CR,THANE,MAHARASHTRA
195,BAMANDONGRI,BMDR,C,SG3,CSTM,CR,RAIGAD,MAHARASHTRA
196,BHIVPURI ROAD,BVS,C,SG3,CSTM,CR,RAIGAD,MAHARASHTRA
197,CHUNABHATTI,CHF,C,SG3,CSTM,CR,MUMBAI,MAHARASHTRA
198,DOCKYARD ROAD,DKRD,C,SG3,CSTM,CR,MUMBAI,MAHARASHTRA
199,DOLAVALI,DLV,C,SG3,CSTM,CR,RAIGAD,MAHARASHTRA
200,KASARA,KSRA,C,SG3,CSTM,CR,THANE,MAHARASHTRA
201,KELAVLI,KLY,C,SG3,CSTM,CR,RAIGAD,MAHARASHTRA
202,KHADAVLI,KDV,C,SG3,CSTM,CR,THANE,MAHARASHTRA
203,KHARDI,KE,C,SG3,CSTM,CR,THANE,MAHARASHTRA
204,KHARKOPAR,KARP,C,SG3,CSTM,CR,RAIGAD,MAHARASHTRA
205,KHOPOLI,KHPI,C,SG3,CSTM,CR,RAIGAD,MAHARASHTRA
206,KOPAR,KOPR,C,SG3,CSTM,CR,THANE,MAHARASHTRA
207,LOWJEE,LWJ,C,SG3,CSTM,CR,RAIGAD,MAHARASHTRA
208,NERAL,NRL,C,SG3,CSTM,CR,RAIGAD,MAHARASHTRA
209,PALASDHARI,PDI,C,SG3,CSTM,CR,RAIGAD,MAHARASHTRA
210,PAREL,PR,C,SG3,CSTM,CR,MUMBAI,MAHARASHTRA
211,RABALE,RABE,C,SG3,CSTM,CR,THANE,MAHARASHTRA
212,REAY ROAD,RRD,C,SG3,CSTM,CR,MUMBAI,MAHARASHTRA
213,SHELU,SHLU,C,SG3,CSTM,CR,RAIGAD,MAHARASHTRA
214,TURBHE,TUH,C,SG3,CSTM,CR,THANE,MAHARASHTRA
215,VANGANI,VGI,C,SG3,CSTM,CR,THANE,MAHARASHTRA
216,VASIND,VSD,C,SG3,CSTM,CR,THANE,MAHARASHTRA
217,BENODA,BNOD,F,HG2,NGP,CR,AMRAVATI,MAHARASHTRA
218,MOWAD,MWAD,F,HG2,NGP,CR,NAGPUR,MAHARASHTRA
219,VARUD,VADR,F,HG2,NGP,CR,WARDHA,MAHARASHTRA
220,GONDWANA VISAPUR,GNVR,F,HG3,NGP,CR,CHANDRAPUR,MAHARASHTRA
221,HIWARKHED,HKNT,F,HG3,NGP,CR,AMRAVATI,MAHARASHTRA
222,TINKHEDA,TNH,F,HG3,NGP,CR,NAGPUR,MAHARASHTRA
223,NAGPUR,NGP,A1,NSG2,NGP,CR,NAGPUR,MAHARASHTRA
224,BALHARSHAH,BPQ,A,NSG3,NGP,CR,CHANDRAPUR,MAHARASHTRA
225,CHANDRAPUR (MAHARASH,CD,A,NSG4,NGP,CR,CHANDRAPUR,MAHARASHTRA
226,SEVAGRAM,SEGM,B,NSG4,NGP,CR,WARDHA,MAHARASHTRA
227,AJNI,AJNI,D,NSG5,NGP,CR,NAGPUR,MAHARASHTRA
228,BHANDAK,BUX,D,NSG5,NGP,CR,CHANDRAPUR,MAHARASHTRA
229,BHUGAON,BPK,E,NSG5,NGP,CR,WARDHA,MAHARASHTRA
230,CHANDUR,CND,D,NSG5,NGP,CR,AMRAVATI,MAHARASHTRA
231,DHAMANGAON,DMN,B,NSG5,NGP,CR,AMRAVATI,MAHARASHTRA
232,HINGANGHAT,HGT,D,NSG5,NGP,CR,WARDHA,MAHARASHTRA
233,KATOL,KATL,D,NSG5,NGP,CR,NAGPUR,MAHARASHTRA
234,NARKHER,NRKR,D,NSG5,NGP,CR,NAGPUR,MAHARASHTRA
235,PULGAON JN.,PLO,D,NSG5,NGP,CR,WARDHA,MAHARASHTRA
236,WARDHA JN.,WR,A,NSG5,NGP,CR,WARDHA,MAHARASHTRA
237,WARORA,WRR,D,NSG5,NGP,CR,CHANDRAPUR,MAHARASHTRA
238,BABUPETH,BUPH,E,NSG6,NGP,CR,CHANDRAPUR,MAHARASHTRA
239,BHARATWADA,BWRA,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
240,BORKHEDI,BOK,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
241,BUTI BORI,BTBR,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
242,CHIKNI ROAD,CKNI,E,NSG6,NGP,CR,CHANDRAPUR,MAHARASHTRA
243,DAHEGAON,DAE,E,NSG6,NGP,CR,WARDHA,MAHARASHTRA
244,GODHANI,GNQ,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
245,GUMGAON,GMG,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
246,KALAMBHA,KLBA,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
247,KALMESHWAR,KSWR,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
248,KAOTHA,KAOT,E,NSG6,NGP,CR,WARDHA,MAHARASHTRA
249,KAYAR,KAYR,E,NSG6,NGP,CR,YAVATMAL,MAHARASHTRA
250,KHAPRI,KRI,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
251,KOHLI,KOHL,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
252,LINGTI,LNT,E,NSG6,NGP,CR,YAVATMAL,MAHARASHTRA
253,MAJRI JN.,MJRI,D,NSG6,NGP,CR,CHANDRAPUR,MAHARASHTRA
254,MAJRIKHADAN,MJKN,E,NSG6,NGP,CR,CHANDRAPUR,MAHARASHTRA
255,MALKHED,MLR,E,NSG6,NGP,CR,AMRAVATI,MAHARASHTRA
256,METPANJRA,MER,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
257,MORSHI,MRSH,E,NSG6,NGP,CR,AMRAVATI,MAHARASHTRA
258,NAGRI,NGI,E,NSG6,NGP,CR,CHANDRAPUR,MAHARASHTRA
259,PIMPALKHUTI,PMKT,E,NSG6,NGP,CR,YAVATMAL,MAHARASHTRA
260,PUSLA,PUSA,E,NSG6,NGP,CR,AMRAVATI,MAHARASHTRA
261,SELOO ROAD,SLOR,E,NSG6,NGP,CR,WARDHA,MAHARASHTRA
262,SINDI,SNI,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
263,SONEGAON,SNN,E,NSG6,NGP,CR,WARDHA,MAHARASHTRA
264,SONKHAMB,SNKB,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
265,TADALI,TAE,E,NSG6,NGP,CR,CHANDRAPUR,MAHARASHTRA
266,TALNI,TLN,E,NSG6,NGP,CR,BULDHANA,MAHARASHTRA
267,TIMTALA,TMT,E,NSG6,NGP,CR,AMRAVATI,MAHARASHTRA
268,TULJAPUR,TGP,E,NSG6,NGP,CR,WARDHA,MAHARASHTRA
269,WAGHOLI,WG,E,NSG6,NGP,CR,WARDHA,MAHARASHTRA
270,WANI,WANI,E,NSG6,NGP,CR,YAVATMAL,MAHARASHTRA
271,WARUD ORANGE CITY,WOC,E,NSG6,NGP,CR,AMRAVATI,MAHARASHTRA
272,KADETHAN,KDTN,F,HG2,PUNE,CR,PUNE,MAHARASHTRA
273,KANHE,KNHE,F,HG2,PUNE,CR,PUNE,MAHARASHTRA
274,KATPHAL,KFH,F,HG2,PUNE,CR,PUNE,MAHARASHTRA
275,KHUTBAV,KTT,F,HG2,PUNE,CR,PUNE,MAHARASHTRA
276,MANJARI BUDRUK,MJBK,F,HG2,PUNE,CR,PUNE,MAHARASHTRA
277,SHIRSAI,SSI,F,HG2,PUNE,CR,PUNE,MAHARASHTRA
278,VISHRAMBAG,VRB,F,HG2,PUNE,CR,SANGLI,MAHARASHTRA
279,AMNAPUR,ANQ,F,HG3,PUNE,CR,SANGLI,MAHARASHTRA
280,MADHAVNAGAR,MDVR,F,HG3,PUNE,CR,SANGLI,MAHARASHTRA
281,MALADGAON,MDDG,F,HG3,PUNE,CR,PUNE,MAHARASHTRA
282,NIMSHIRGAON TAMDALGE,NMGT,F,HG3,PUNE,CR,KOLHAPUR,MAHARASHTRA
283,PHALTAN,PLLD,,HG3,PUNE,CR,SATARA,MAHARASHTRA
284,SURWADI,SWLN,,HG3,PUNE,CR,SATARA,MAHARASHTRA
285,TARADGAON,TGLN,,HG3,PUNE,CR,SATARA,MAHARASHTRA
286,PUNE JN.,PUNE,A1,NSG1,PUNE,CR,PUNE,MAHARASHTRA
287,CHHATRAPATI SHAHU MAHARAJ TERMINUS,KOP,A,NSG3,PUNE,CR,KOLHAPUR,MAHARASHTRA
288,MIRAJ JN.,MRJ,,NSG3,PUNE,CR,SANGLI,MAHARASHTRA
289,BARAMATI,BRMT,D,NSG5,PUNE,CR,PUNE,MAHARASHTRA
290,HATKANANGALE,HTK,D,NSG5,PUNE,CR,KOLHAPUR,MAHARASHTRA
291,JAYASINGPUR,JSP,D,NSG5,PUNE,CR,KOLHAPUR,MAHARASHTRA
292,JEJURI,JJR,D,NSG5,PUNE,CR,PUNE,MAHARASHTRA
293,KARAD,KRD,B,NSG5,PUNE,CR,SATARA,MAHARASHTRA
294,KEDGAON,KDG,D,NSG5,PUNE,CR,PUNE,MAHARASHTRA
295,KIRLOSKARVADI,KOV,D,NSG5,PUNE,CR,SANGLI,MAHARASHTRA
296,SANGLI,SLI,B,NSG5,PUNE,CR,SANGLI,MAHARASHTRA
297,SATARA,STR,B,NSG5,PUNE,CR,SATARA,MAHARASHTRA
298,URULI,URI,D,NSG5,PUNE,CR,PUNE,MAHARASHTRA
299,VALIVADE,VV,D,NSG5,PUNE,CR,KOLHAPUR,MAHARASHTRA
300,ADARKI,AKI,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA
301,ALANDI,ALN,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA
302,AMBALE,ABLE,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA
303,BHAVANINAGAR,BVNR,E,NSG6,PUNE,CR,SANGLI,MAHARASHTRA
304,BHILAVDI,BVQ,D,NSG6,PUNE,CR,SANGLI,MAHARASHTRA
305,DAUNDAJ,DNJ,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA
306,HADAPSAR,HDP,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA
307,JARANDESHWAR,JSV,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA
308,KOREGAON,KRG,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA
309,LONAND JN.,LNN,D,NSG6,PUNE,CR,SATARA,MAHARASHTRA
310,LONI,LONI,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA
311,MASUR,MSR,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA
312,NANDRE,NDE,E,NSG6,PUNE,CR,SANGLI,MAHARASHTRA
313,NIRA,NIRA,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA
